Title20,ISO_ABBREV,TITLE,ISSN,ISSUES/YEAR,COUNTRY,LANGUAGE,1ST_YR_PUB,categories,TOT_CITES,CITES_JCR_YR,CITES_JCR_YR1,CITES_JCR_YR2,IF_NUMERATOR,CITES_JCR_YR3,CITES_JCR_YR4,CITES_JCR_YR5,5YR_IF_NUMERATOR,ITEMS_JCR_YR,ITEMS_JCR_YR1,ITEMS_JCR_YR2,IF_DENOMINATOR,ITEMS_JCR_YR3,ITEMS_JCR_YR4,ITEMS_JCR_YR5,5YR_IF_DENOMINATOR,IMPACT_FACTOR,IMMEDIACY_INDEX,CITED_HALF_LIFE,5YR_IMPACT_FACTOR,EIGENFACTOR,NORMEIGENFACTOR,ARTL_INFLUENCE,FREQUENCY,PUBCODE,PUBLISHER_NAME,CATEGORY_CODE,CATEGORY_DESCRIPTION,CATEGORY_RANKING,QUARTILE_RANK,JIF_PERCENTILE
SOFT COMPUT,Soft Comput.,SOFT COMPUTING,1432-7643,12,USA,ENGLISH,1997,EP EV,2517,92,260,322,582,254,339,240,1415,261,186,171,357,161,188,111,817,1.630,0.352,5,1.732,0.00642,0.73201,0.520,M,YK501,SPRINGER,EV,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",47/104,Q2,55.288
SPEECH COMMUN,Speech Commun.,SPEECH COMMUNICATION,0167-6393,9,NETHERLANDS,ENGLISH,1982,AA EV,2242,18,82,80,162,94,168,167,591,88,80,76,156,80,88,78,402,1.038,0.205,>10,1.470,0.00339,0.38631,0.558,M,JM901,ELSEVIER SCIENCE BV,EV,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",78/104,Q3,25.481
STRUCT MULTIDISCIP O,Struct. Multidiscip. Optim.,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,1615-147X,12,GERMANY (FED REP GER),ENGLISH,1989,EV IF PU,3896,33,211,436,647,302,348,440,1737,165,151,142,293,131,126,179,729,2.208,0.200,6.6,2.383,0.00947,1.07883,0.859,M,YK501,SPRINGER,EV,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",24/104,Q1,77.404
ACM T DES AUTOMAT EL,ACM Transact. Des. Automat. Electron. Syst.,ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,1084-4309,4,USA,ENGLISH,1996,ES EW,432,6,29,53,82,23,34,12,151,66,47,53,100,65,37,32,234,0.820,0.091,7.1,0.645,0.00090,0.10235,0.254,Q,EH001,ASSOC COMPUTING MACHINERY,EW,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",64/106,Q3,40.094
ACM T EMBED COMPUT S,ACM Trans. Embed. Comput. Syst.,ACM Transactions on Embedded Computing Systems,1539-9087,4,USA,ENGLISH,2002,ES EW,640,11,50,132,182,49,23,49,303,80,100,155,255,81,19,54,409,0.714,0.138,6.2,0.741,0.00229,0.2615,0.371,Q,EH001,ASSOC COMPUTING MACHINERY,EW,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",70/106,Q3,34.434
ACM T KNOWL DISCOV D,ACM Trans. Knowl. Discov. Data,ACM Transactions on Knowledge Discovery from Data,1556-4681,4,USA,ENGLISH,2007,ET EW,558,4,30,25,55,40,32,74,201,40,36,19,55,24,10,24,113,1.000,0.100,6.6,1.779,0.00151,0.17257,0.886,Q,EH001,ASSOC COMPUTING MACHINERY,EW,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",53/106,Q2,50.472
ACM T PROGR LANG SYS,ACM Trans. Program. Lang. Syst.,ACM TRANSACTIONS ON PROGRAMMING LANGUAGES AND SYSTEMS,0164-0925,4,USA,ENGLISH,1979,EW,1099,6,18,13,31,27,32,25,115,16,14,13,27,16,19,19,81,1.148,0.375,>10,1.420,0.00154,0.17503,1.254,Q,EH001,ASSOC COMPUTING MACHINERY,EW,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",39/106,Q2,63.679
CLIN BIOMECH,Clin. Biomech.,CLINICAL BIOMECHANICS,0268-0033,10,ENGLAND,ENGLISH,1986,IG TC XW,7061,47,266,287,553,427,421,434,1835,181,177,161,338,170,156,165,829,1.636,0.260,9.6,2.214,0.00988,1.12609,0.788,M,JM451,ELSEVIER SCI LTD,IG,"ENGINEERING, BIOMEDICAL",44/76,Q3,42.763
CLIN ORAL IMPLAN RES,Clin. Oral Implant. Res.,CLINICAL ORAL IMPLANTS RESEARCH,0905-7161,12,DENMARK,ENGLISH,1990,FY IG,11968,146,652,886,1538,1334,816,839,4527,236,224,220,444,222,175,160,1001,3.464,0.619,7.2,4.522,0.01695,1.93247,1.120,M,FL501,WILEY-BLACKWELL,IG,"ENGINEERING, BIOMEDICAL",11/76,Q1,86.184
IEEE T BIO-MED ENG,IEEE Trans. Biomed. Eng.,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,0018-9294,12,USA,ENGLISH,1964,IG,14781,182,717,991,1708,1111,1165,976,4960,291,293,399,692,394,422,316,1824,2.468,0.625,8.9,2.719,0.02447,2.78894,0.887,M,LT560,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,IG,"ENGINEERING, BIOMEDICAL",22/76,Q2,71.711
IRBM,IRBM,IRBM,1959-0318,6,FRANCE,FRENCH,2000,IG,210,11,26,45,71,15,38,19,143,43,44,69,113,44,64,49,270,0.628,0.256,4.2,0.530,0.00064,0.07289,0.157,B,JM501,ELSEVIER SCIENCE INC,IG,"ENGINEERING, BIOMEDICAL",70/76,Q4,8.553
J BIOMATER APPL,J. Biomater. Appl.,JOURNAL OF BIOMATERIALS APPLICATIONS,0885-3282,8,ENGLAND,ENGLISH,1986,IG QE,1432,51,241,238,479,145,173,57,854,110,138,103,241,75,48,38,402,1.988,0.464,4.2,2.124,0.00276,0.31487,0.454,B,WH076,SAGE PUBLICATIONS LTD,IG,"ENGINEERING, BIOMEDICAL",34/76,Q2,55.921
J MECH BEHAV BIOMED,J. Mech. Behav. Biomed. Mater.,Journal of the Mechanical Behavior of Biomedical Materials,1751-6161,12,NETHERLANDS,ENGLISH,2008,IG QE,4277,161,852,862,1714,890,728,214,3546,285,351,245,596,244,212,73,1125,2.876,0.565,3.3,3.152,0.01469,1.67463,0.864,M,JM901,ELSEVIER SCIENCE BV,IG,"ENGINEERING, BIOMEDICAL",18/76,Q1,76.974
J NEUROENG REHABIL,J. NeuroEng. Rehabil.,Journal of NeuroEngineering and Rehabilitation,1743-0003,0,ENGLAND,ENGLISH,2004,IG RU WC,2280,44,330,357,687,320,255,208,1470,110,169,115,284,81,67,60,492,2.419,0.400,4.3,2.988,0.00679,0.77341,0.912,I,FI745,BIOMED CENTRAL LTD,IG,"ENGINEERING, BIOMEDICAL",25/76,Q2,67.763
MED BIOL ENG COMPUT,Med. Biol. Eng. Comput.,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,0140-0118,12,GERMANY (FED REP GER),ENGLISH,1963,EV IG MC PT,4283,43,147,252,399,263,245,312,1219,117,98,124,222,124,142,130,618,1.797,0.368,9.7,1.972,0.00543,0.61912,0.581,M,ZX651,SPRINGER HEIDELBERG,IG,"ENGINEERING, BIOMEDICAL",39/76,Q3,49.342
P I MECH ENG H,Proc. Inst. Mech. Eng. Part H-J. Eng. Med.,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,0954-4119,12,ENGLAND,ENGLISH,1971,IG,1857,5,102,163,265,128,114,239,746,87,129,137,266,97,112,117,592,0.996,0.057,7.6,1.260,0.00318,0.36295,0.356,M,WH076,SAGE PUBLICATIONS LTD,IG,"ENGINEERING, BIOMEDICAL",58/76,Q4,24.342
TECHNOL HEALTH CARE,Technol. Health Care,TECHNOLOGY AND HEALTH CARE,0928-7329,6,NETHERLANDS,ENGLISH,1982,HL IG,563,12,44,59,103,34,30,39,206,159,91,61,152,48,40,40,280,0.678,0.075,7.4,0.736,0.00089,0.10102,0.209,B,NW696,IOS PRESS,IG,"ENGINEERING, BIOMEDICAL",68/76,Q4,11.184
TISSUE ENG REGEN MED,Tissue Eng. Regen. Med.,Tissue Engineering and Regenerative Medicine,1738-2696,6,SOUTH KOREA,KOREAN,2004,CT IG,349,11,64,63,127,52,51,32,262,70,72,63,135,51,91,83,360,0.941,0.157,3.7,0.728,0.00070,0.0802,0.129,B,ABV37,KOREAN TISSUE ENGINEERING REGENERATIVE MEDICINE SOC,IG,"ENGINEERING, BIOMEDICAL",62/76,Q4,19.079
APPL CATAL B-ENVIRON,Appl. Catal. B-Environ.,APPLIED CATALYSIS B-ENVIRONMENTAL,0926-3373,24,NETHERLANDS,ENGLISH,1992,EI IH II,40175,2293,5555,4105,9660,3937,3497,3302,20396,679,685,475,1160,480,471,394,2505,8.328,3.377,5.2,8.142,0.05714,6.51266,1.508,S,JM901,ELSEVIER SCIENCE BV,IH,"ENGINEERING, ENVIRONMENTAL",1/50,Q1,99
ECOL ENG,Ecol. Eng.,ECOLOGICAL ENGINEERING,0925-8574,12,NETHERLANDS,ENGLISH,1992,GU IH JA,9498,299,1045,1473,2518,967,904,938,5327,542,478,441,919,283,255,196,1653,2.740,0.552,5.1,3.223,0.01745,1.98889,0.698,M,JM901,ELSEVIER SCIENCE BV,IH,"ENGINEERING, ENVIRONMENTAL",17/50,Q2,67
ENVIRON ENG GEOSCI,Environ. Eng. Geosci.,ENVIRONMENTAL & ENGINEERING GEOSCIENCE,1078-7275,4,USA,ENGLISH,1995,IH IX LE,405,0,13,10,23,27,8,34,92,22,24,22,46,21,26,28,121,0.500,0.000,>10,0.760,0.00044,0.05053,0.242,Q,KV700,"GEOLOGICAL SOC AMER, INC",IH,"ENGINEERING, ENVIRONMENTAL",44/50,Q4,13
ENVIRON MODELL SOFTW,Environ. Modell. Softw.,ENVIRONMENTAL MODELLING & SOFTWARE,1364-8152,12,ENGLAND,ENGLISH,1986,EV IH JA,8255,227,931,1122,2053,778,863,798,4492,241,264,224,488,145,175,184,992,4.207,0.942,5.3,4.528,0.01774,2.02199,1.183,M,JM451,ELSEVIER SCI LTD,IH,"ENGINEERING, ENVIRONMENTAL",9/50,Q1,83
ENVIRON SCI TECH LET,Environ. Sci. Technol. Lett.,Environmental Science & Technology Letters,2328-8930,12,USA,ENGLISH,2014,IH JA,493,41,385,65,450,0,2,0,452,63,93,0,93,0,0,0,93,4.839,0.651,1.5,4.860,0.00237,0.27002,1.684,M,BO001,AMER CHEMICAL SOC,IH,"ENGINEERING, ENVIRONMENTAL",6/50,Q1,89
BMC BIOCHEM,BMC Boichem.,BMC BIOCHEMISTRY,1471-2091,0,ENGLAND,ENGLISH,2000,CQ,878,5,29,51,80,64,141,109,394,26,28,34,62,30,66,50,208,1.290,0.192,6.6,1.894,0.00192,0.21859,0.610,I,FI745,BIOMED CENTRAL LTD,CQ,BIOCHEMISTRY & MOLECULAR BIOLOGY,249/289,Q4,14.014
CELL MOL BIOL,Cell. Mol. Biol.,CELLULAR AND MOLECULAR BIOLOGY,0145-5680,8,FRANCE,MULTI-LANGUAGE,1956,CQ DR,1458,164,24,22,46,54,18,29,147,133,54,22,76,55,39,25,195,0.605,1.233,>10,0.754,0.00050,0.05738,0.171,B,UX005,C M B  ASSOC,CQ,BIOCHEMISTRY & MOLECULAR BIOLOGY,279/289,Q4,3.633
CHEM SPEC BIOAVAILAB,Chem. Speciation Bioavail.,CHEMICAL SPECIATION AND BIOAVAILABILITY,0954-2299,4,ENGLAND,ENGLISH,1989,CQ JA YO,194,1,18,14,32,16,6,9,63,21,35,35,70,31,30,30,161,0.457,0.048,>10,0.391,0.00021,0.02366,0.085,Q,WQ857,SCIENCE REVIEWS 2000 LTD,CQ,BIOCHEMISTRY & MOLECULAR BIOLOGY,282/289,Q4,2.595
CLIN LIPIDOL,Clin. Lipidol.,Clinical Lipidology,1758-4299,6,ENGLAND,ENGLISH,2006,CQ,285,8,27,56,83,55,47,46,231,39,48,60,108,60,50,63,281,0.769,0.205,3.9,0.822,0.00095,0.10836,0.224,B,AAA54,FUTURE MEDICINE LTD,CQ,BIOCHEMISTRY & MOLECULAR BIOLOGY,268/289,Q4,7.439
COMP BIOCHEM PHYS D,Comp. Biochem. Physiol. D-Genomics Proteomics,Comparative Biochemistry and Physiology D-Genomics & Proteomics,1744-117X,4,USA,ENGLISH,2006,CQ KM,696,11,55,87,142,91,108,73,414,30,26,37,63,36,43,37,179,2.254,0.367,5,2.313,0.00171,0.19469,0.631,Q,JM501,ELSEVIER SCIENCE INC,CQ,BIOCHEMISTRY & MOLECULAR BIOLOGY,184/289,Q3,36.505
CYTOKINE,Cytokine,CYTOKINE,1043-4666,12,ENGLAND,ENGLISH,1989,CQ DR NI,7587,284,462,949,1411,952,805,406,3574,309,150,330,480,321,275,175,1251,2.940,0.919,5.8,2.857,0.01497,1.70602,0.791,M,AH010,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,CQ,BIOCHEMISTRY & MOLECULAR BIOLOGY,124/289,Q2,57.266
DNA CELL BIOL,DNA Cell Biol.,DNA AND CELL BIOLOGY,1044-5498,12,USA,ENGLISH,1990,CQ DR KM,2908,52,227,275,502,360,241,133,1236,87,104,91,195,218,132,92,637,2.574,0.598,7,1.940,0.00456,0.52,0.474,M,PZ785,"MARY ANN LIEBERT, INC",CQ,BIOCHEMISTRY & MOLECULAR BIOLOGY,153/289,Q3,47.232
EUR CYTOKINE NETW,Eur. Cytokine Netw.,EUROPEAN CYTOKINE NETWORK,1148-5493,4,FRANCE,ENGLISH,1990,CQ DR NI,1206,1,20,62,82,73,71,84,310,8,12,20,32,30,25,42,129,2.562,0.125,9.7,2.403,0.00125,0.14273,0.642,Q,OQ019,JOHN LIBBEY EUROTEXT LTD,CQ,BIOCHEMISTRY & MOLECULAR BIOLOGY,155/289,Q3,46.54
FOOD FUNCT,Food Funct.,Food & Function,2042-6496,12,ENGLAND,ENGLISH,2010,CQ JY,2744,249,908,545,1453,585,283,167,2488,380,349,192,541,134,80,28,783,2.686,0.655,2.4,3.178,0.00796,0.90777,0.673,M,VX250,ROYAL SOC CHEMISTRY,CQ,BIOCHEMISTRY & MOLECULAR BIOLOGY,143/289,Q2,50.692
GENES GENOM,Genes Genom.,Genes & Genomics,1976-9571,6,SOUTH KOREA,ENGLISH,2008,CQ DB KM,344,19,44,73,117,60,57,61,295,110,86,83,169,83,94,77,423,0.692,0.173,3.6,0.697,0.00101,0.1154,0.158,B,YK501,SPRINGER,CQ,BIOCHEMISTRY & MOLECULAR BIOLOGY,275/289,Q4,5.017
J BIOMED SCI,J. Biomed. Sci.,JOURNAL OF BIOMEDICAL SCIENCE,1021-7770,0,TAIWAN,ENGLISH,1994,DR QA,3052,30,251,333,584,342,322,391,1639,102,102,97,199,101,96,140,536,2.935,0.294,5.6,3.058,0.00637,0.72628,0.786,I,FI745,BIOMED CENTRAL LTD,DR,CELL BIOLOGY,101/187,Q3,46.257
J HISTOCHEM CYTOCHEM,J. Histochem. Cytochem.,JOURNAL OF HISTOCHEMISTRY & CYTOCHEMISTRY,0022-1554,12,USA,ENGLISH,1953,DR,7177,45,145,146,291,267,266,204,1028,72,65,71,136,81,89,99,405,2.140,0.625,>10,2.538,0.00439,0.50032,0.717,M,WH076,SAGE PUBLICATIONS LTD,DR,CELL BIOLOGY,136/187,Q3,27.54
J HISTOTECHNOL,J. Histotechnol.,JOURNAL OF HISTOTECHNOLOGY,0147-8885,4,USA,ENGLISH,1977,DR,105,0,1,2,3,1,1,8,13,12,18,17,35,19,16,23,93,0.086,0.000,>10,0.140,0.00005,0.00604,0.038,Q,ZA501,TAYLOR & FRANCIS LTD,DR,CELL BIOLOGY,186/187,Q4,0.802
MECH AGEING DEV,Mech. Ageing Dev.,MECHANISMS OF AGEING AND DEVELOPMENT,0047-6374,12,SWITZERLAND,ENGLISH,1972,DR LI,5030,32,141,180,321,301,220,300,1142,56,47,64,111,77,72,87,347,2.892,0.571,>10,3.291,0.00565,0.64453,1.078,M,JN201,ELSEVIER IRELAND LTD,DR,CELL BIOLOGY,104/187,Q3,44.652
MOL CELLS,Mol. Cells,MOLECULES AND CELLS,1016-8478,12,SOUTH KOREA,ENGLISH,1991,CQ DR,3501,91,299,398,697,360,371,398,1826,141,119,142,261,148,149,156,714,2.670,0.645,5.6,2.557,0.00799,0.91089,0.740,M,PC170,KOREAN SOC MOLECULAR & CELLULAR  BIOLOGY,DR,CELL BIOLOGY,107/187,Q3,43.048
MOL MEMBR BIOL,Mol. Membr. Biol.,MOLECULAR MEMBRANE BIOLOGY,0968-7688,8,USA,ENGLISH,1994,CQ DR,1111,6,57,58,115,40,31,138,324,14,23,35,58,27,32,37,154,1.983,0.429,8.8,2.104,0.00153,0.17476,0.658,B,ZA501,TAYLOR & FRANCIS LTD,DR,CELL BIOLOGY,144/187,Q4,23.262
NAT CELL BIOL,Nat. Cell Biol.,NATURE CELL BIOLOGY,1465-7392,12,ENGLAND,ENGLISH,1999,DR,35807,523,1909,2878,4787,2487,3372,2895,13541,133,117,139,256,132,159,130,677,18.699,3.932,7.3,20.001,0.10440,11.89901,10.197,M,SL810,NATURE PUBLISHING GROUP,DR,CELL BIOLOGY,6/187,Q1,97.059
NAT MED,Nat. Med.,NATURE MEDICINE,1078-8956,12,USA,ENGLISH,1995,CQ DR QA,65230,971,3819,5865,9684,5252,5305,3164,23405,162,155,164,319,186,167,151,823,30.357,5.994,8.2,28.439,0.16179,18.44069,12.999,M,SL801,NATURE PUBLISHING GROUP,DR,CELL BIOLOGY,2/187,Q1,99.198
PROTEIN CELL,Protein Cell,Protein & Cell,1674-800X,12,CHINA MAINLAND,ENGLISH,2010,DR,1540,113,293,333,626,267,252,279,1424,70,69,95,164,99,96,109,468,3.817,1.614,3.1,3.043,0.00692,0.78865,0.978,M,LL762,HIGHER EDUCATION PRESS,DR,CELL BIOLOGY,73/187,Q2,61.23
SEMIN CELL DEV BIOL,Semin. Cell Dev. Biol.,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,1084-9521,12,ENGLAND,ENGLISH,1996,DR HY,6674,226,891,425,1316,795,750,663,3524,163,174,80,254,116,127,115,612,5.181,1.387,5.4,5.758,0.02208,2.51613,2.385,M,AH010,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,DR,CELL BIOLOGY,41/187,Q1,78.342
COMPUTER,Computer,COMPUTER,0018-9162,12,USA,ENGLISH,1966,ES EW,4148,27,83,198,281,194,200,264,939,113,124,128,252,100,76,84,512,1.115,0.239,>10,1.834,0.00622,0.70871,0.803,M,HV614,IEEE COMPUTER SOC,EW,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",42/106,Q2,60.849
DISCRETE MATH THEOR,Discret. Math. Theor. Comput. Sci.,DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,1462-7264,4,FRANCE,ENGLISH,1997,EW PN PQ,285,4,28,16,44,24,22,35,125,39,40,42,82,32,32,50,196,0.537,0.103,6.7,0.638,0.00197,0.22401,0.663,Q,IP500,DISCRETE MATHEMATICS THEORETICAL COMPUTER SCIENCE,EW,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",90/106,Q4,15.566
IEEE T DEPEND SECURE,IEEE Trans. Dependable Secur. Comput.,IEEE Transactions on Dependable and Secure Computing,1545-5971,6,USA,ENGLISH,2004,ES ET EW,854,13,61,52,113,159,130,57,459,52,43,28,71,69,70,31,241,1.592,0.250,5.2,1.905,0.00296,0.33771,0.813,B,HV614,IEEE COMPUTER SOC,EW,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",15/106,Q1,86.321
IEEE T MULTIMEDIA,IEEE Trans. Multimedia,IEEE TRANSACTIONS ON MULTIMEDIA,1520-9210,8,USA,ENGLISH,1999,ET EW YE,3302,39,314,614,928,427,318,192,1865,185,188,178,366,139,116,71,692,2.536,0.211,4.8,2.695,0.01194,1.36057,1.141,B,LT560,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,EW,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",4/106,Q1,96.698
IEICE T INF SYST,IEICE Trans. Inf. Syst.,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,1745-1361,12,JAPAN,ENGLISH,1992,ET EW,952,11,87,87,174,78,71,69,392,307,409,362,771,371,306,401,1849,0.226,0.036,7.3,0.212,0.00226,0.25745,0.081,M,LV150,IEICE-INST ELECTRONICS INFORMATION COMMUNICATIONS ENG,EW,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",102/106,Q4,4.245
INFORM VISUAL,Inf. Vis.,Information Visualization,1473-8716,4,ENGLAND,ENGLISH,2002,EW,324,6,10,13,23,13,46,21,103,20,19,17,36,20,23,21,100,0.639,0.300,7.4,1.030,0.00089,0.10198,0.592,Q,WH076,SAGE PUBLICATIONS LTD,EW,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",78/106,Q3,26.887
J ACM,J. ACM,JOURNAL OF THE ACM,0004-5411,6,USA,ENGLISH,1954,ES ET EW EX,5341,7,46,91,137,58,241,85,521,46,37,39,76,27,22,32,157,1.803,0.152,>10,3.318,0.00806,0.91849,3.394,B,EH001,ASSOC COMPUTING MACHINERY,EW,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",12/106,Q1,89.151
J VISUAL LANG COMPUT,J. Vis. Lang. Comput.,JOURNAL OF VISUAL LANGUAGES AND COMPUTING,1045-926X,6,ENGLAND,ENGLISH,1990,EW,420,7,55,16,71,21,26,24,142,59,81,31,112,25,28,24,189,0.634,0.119,7.7,0.751,0.00068,0.07776,0.239,B,AH010,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,EW,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",79/106,Q3,25.943
MATH PROGRAM,Math. Program.,MATHEMATICAL PROGRAMMING,0025-5610,12,GERMANY (FED REP GER),ENGLISH,1971,EW PE PN,7041,56,152,312,464,267,283,214,1228,131,102,123,225,106,78,88,497,2.062,0.427,>10,2.471,0.01657,1.88881,2.205,M,ZX651,SPRINGER HEIDELBERG,EW,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",9/106,Q1,91.981
RANDOM STRUCT ALGOR,Random Struct. Algorithms,RANDOM STRUCTURES & ALGORITHMS,1042-9832,8,USA,ENGLISH,1990,EW PN PQ,1196,8,46,44,90,44,48,58,240,69,46,43,89,49,41,42,221,1.011,0.116,>10,1.086,0.00494,0.56252,1.477,B,FL501,WILEY-BLACKWELL,EW,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",52/106,Q2,51.415
SIMUL MODEL PRACT TH,Simul. Model. Pract. Theory,SIMULATION MODELLING PRACTICE AND THEORY,1569-190X,10,NETHERLANDS,ENGLISH,2003,EV EW,1415,19,158,165,323,136,233,169,861,99,119,99,218,102,156,108,584,1.482,0.192,5,1.474,0.00351,0.39985,0.397,M,JM901,ELSEVIER SCIENCE BV,EW,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",22/106,Q1,79.717
SIMUL-T SOC MOD SIM,Simul.-Trans. Soc. Model. Simul. Int.,SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,0037-5497,12,ENGLAND,ENGLISH,2002,EV EW,892,6,37,73,110,81,47,33,271,63,80,92,172,95,62,42,371,0.640,0.095,>10,0.730,0.00110,0.12501,0.195,M,WH076,SAGE PUBLICATIONS LTD,EW,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",77/106,Q3,27.83
SOFTW TEST VERIF REL,Softw. Test. Verif. Reliab.,SOFTWARE TESTING VERIFICATION & RELIABILITY,0960-0833,8,ENGLAND,ENGLISH,1991,EW,363,2,18,35,53,64,17,18,152,25,26,23,49,23,12,11,95,1.082,0.080,7.7,1.600,0.00125,0.14267,0.871,B,FL501,WILEY-BLACKWELL,EW,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",46/106,Q2,57.075
J HAZARD MATER,J. Hazard. Mater.,JOURNAL OF HAZARDOUS MATERIALS,0304-3894,12,NETHERLANDS,ENGLISH,1975,IH IM JA,69992,990,3041,4470,7511,6066,8864,9512,31953,823,711,842,1553,997,1476,1638,5664,4.836,1.203,6.1,5.641,0.09715,11.07372,1.134,M,JM901,ELSEVIER SCIENCE BV,IH,"ENGINEERING, ENVIRONMENTAL",7/50,Q1,87
WASTE MANAGE,Waste Manage.,WASTE MANAGEMENT,0956-053X,12,USA,ENGLISH,1980,IH JA,13369,308,968,1333,2301,1394,1247,1276,6218,440,299,302,601,262,278,306,1447,3.829,0.700,6.1,4.297,0.01905,2.17139,0.871,M,UC250,PERGAMON-ELSEVIER SCIENCE LTD,IH,"ENGINEERING, ENVIRONMENTAL",11/50,Q1,79
ADSORPT SCI TECHNOL,Adsorpt. Sci. Technol.,ADSORPTION SCIENCE & TECHNOLOGY,0263-6174,10,USA,ENGLISH,1984,DW EI II,693,8,45,36,81,46,39,52,218,79,63,65,128,68,75,68,339,0.633,0.101,>10,0.643,0.00060,0.06892,0.118,M,WH001,SAGE PUBLICATIONS INC,II,"ENGINEERING, CHEMICAL",104/135,Q4,23.333
APPL CATAL B-ENVIRON,Appl. Catal. B-Environ.,APPLIED CATALYSIS B-ENVIRONMENTAL,0926-3373,24,NETHERLANDS,ENGLISH,1992,EI IH II,40175,2293,5555,4105,9660,3937,3497,3302,20396,679,685,475,1160,480,471,394,2505,8.328,3.377,5.2,8.142,0.05714,6.51266,1.508,S,JM901,ELSEVIER SCIENCE BV,II,"ENGINEERING, CHEMICAL",3/135,Q1,98.148
BIOPROC BIOSYST ENG,Bioprocess. Biosyst. Eng.,BIOPROCESS AND BIOSYSTEMS ENGINEERING,1615-7591,6,GERMANY (FED REP GER),ENGLISH,1986,DB II,2638,91,440,461,901,379,237,249,1766,240,267,207,474,180,120,125,899,1.901,0.379,3.9,1.964,0.00615,0.70136,0.453,B,YK501,SPRINGER,II,"ENGINEERING, CHEMICAL",51/135,Q2,62.593
CHEM ENG SCI,Chem. Eng. Sci.,CHEMICAL ENGINEERING SCIENCE,0009-2509,24,USA,ENGLISH,1951,II,32551,597,1153,2007,3160,1989,1969,1805,8923,768,447,702,1149,641,599,638,3027,2.750,0.777,10,2.948,0.03534,4.02823,0.772,S,UC250,PERGAMON-ELSEVIER SCIENCE LTD,II,"ENGINEERING, CHEMICAL",27/135,Q1,80.37
CHEM IND CHEM ENG Q,Chem. Ind. Chem. Eng. Q.,Chemical Industry & Chemical Engineering Quarterly,1451-9372,4,SERBIA,ENGLISH,1995,DW II,329,9,25,49,74,64,52,28,218,59,60,60,120,70,59,46,295,0.617,0.153,4.3,0.739,0.00060,0.06883,0.135,Q,ABY85,ASSOC CHEMICAL ENG,II,"ENGINEERING, CHEMICAL",105/135,Q4,22.593
CHINA PET PROCESS PE,China Pet. Process. Petrochem. T.,China Petroleum Processing & Petrochemical Technology,1008-6234,4,CHINA MAINLAND,ENGLISH,1999,ID II IP,94,2,30,15,45,15,8,7,75,60,60,56,116,56,49,47,268,0.388,0.033,,0.280,0.00011,0.01284,0.028,Q,ABS82,CHINA PETROLEUM PROCESSING & PETROCHEMICAL TECHNOLOGY PRESS,II,"ENGINEERING, CHEMICAL",123/135,Q4,9.259
CHINESE J CHEM ENG,Chin. J. Chem. Eng.,CHINESE JOURNAL OF CHEMICAL ENGINEERING,1004-9541,6,CHINA MAINLAND,ENGLISH,1993,II,2298,54,203,246,449,274,280,232,1235,278,193,179,372,159,153,146,830,1.207,0.194,5.4,1.488,0.00348,0.39653,0.277,B,HA550,CHEMICAL INDUSTRY PRESS,II,"ENGINEERING, CHEMICAL",77/135,Q3,43.333
